Gene Name	Systematic Name	Motif ID	Sub Motif	Logo	Total Score	DBDs	Expert Confidence	Method Description	Reference	Dubious?	Ranksum GO P	Ranksum GO AUROC	Ranksum GO Term	Mean ChIP chip Score	Mean Expression Score	Concurrence	Add to Cart
GZF3	YJL110C	2211	0		33.43	GATA		PBM	19997485		2.50	0.451	GO:0005840	22.96	4.46	3.52	Add
GZF3	YJL110C	593	0		31.55	GATA		ChIP-chip	16522208		4.05	0.435	GO:0005198	20.16	1.99	5.34	Add
GZF3	YJL110C	811	0		16.97	GATA		PBM	19158363		3.55	0.577	GO:0005773	7.38	1.28	4.76	Add
GZF3	YJL110C	586	0		16.52	GATA		PBM	19111667		2.64	0.565	GO:0005773	8.00	1.49	4.39	Add
GZF3	YJL110C	1786	0		10.38	GATA		ChIP-chip	17947326		2.14	0.441	GO:0044257	7.11	1.12	0.00	Add
GZF3	YJL110C	1633	0		7.82	GATA		ChIP-chip	17947326		2.59	0.550	GO:0005198	1.04	0.57	3.62	Add
GZF3	YJL110C	1533	0		7.78	GATA		ChIP-chip, conservation, combination of existing motifs	17130146		3.63	0.384	GO:0006457	0.24	0.64	3.27	Add
GZF3	YJL110C	976	0		4.52	GATA		ChIP-chip	17500587		3.41	0.453	GO:0006350	0.77	0.33	0.00	Add
GZF3	YJL110C	1634	0		4.01	GATA		ChIP-chip	17947326		2.45	0.438	GO:0005773	0.92	0.64	0.00	Add
GZF3	YJL110C	975	0		3.03	GATA		ChIP-chip	17500587		1.90	0.550	GO:0007010	0.34	0.79	0.00	Add
GZF3	YJL110C	974	0		2.75	GATA		ChIP-chip	17500587		2.14	0.600	GO:0016779	0.21	0.40	0.00	Add
GTS1	YGL181W	973	0		4.32	AT hook		ChIP-chip	17500587		1.97	0.534	GO:0006950	1.36	1.00	0.00	Add
GTS1	YGL181W	1785	0		3.79	AT hook		ChIP-chip	17947326		1.56	0.544	GO:0044262	2.03	0.20	0.00	Add
GTS1	YGL181W	1208	0		2.97	AT hook		ChIP-chip	12399584		2.05	0.426	GO:0007126	0.32	0.61	0.00	Add
GSM1	YJL103C	2210	0		17.11	Zinc cluster		PBM	19997485		10.41	0.631	GO:0016491	0.00	1.26	5.44	Add
GSM1	YJL103C	2132	0		16.05	Zinc cluster		PBM	19997485		9.12	0.622	GO:0016491	0.00	0.92	6.02	Add
GSM1	YJL103C	525	0		10.75	Zinc cluster		PBM	19111667		3.97	0.577	GO:0016491	0.00	0.91	5.86	Add
GSM1	YJL103C	780	2		8.63	Zinc cluster		PBM	16785442		4.12	0.574	GO:0005886	0.00	0.51	4.00	Add
GSM1	YJL103C	780	1		6.71	Zinc cluster		PBM	16785442		2.37	0.472	GO:0016070	0.00	0.32	4.02	Add
GLN3	YER040W	2131	0		17.66	GATA		PBM	19997485		2.19	0.446	GO:0044262	7.75	1.09	6.63	Add
GLN3	YER040W	641	0		16.34	GATA		ChIP-chip	16522208		4.89	0.586	GO:0005730	6.31	0.92	4.22	Add
GLN3	YER040W	971	0		15.76	GATA		ChIP-chip	17500587		5.73	0.594	GO:0005886	6.92	3.11	0.00	Add
GLN3	YER040W	1631	0		15.23	GATA		ChIP-chip	17947326		3.18	0.675	GO:0004871	5.43	0.05	6.57	Add
GLN3	YER040W	373	0		14.21	GATA		ChIP-chip	15343339		5.46	0.592	GO:0005730	5.41	0.49	2.85	Add
GLN3	YER040W	793	0		11.91	GATA		PBM	19158363		1.79	0.583	GO:0008289	5.09	0.64	4.40	Add
GLN3	YER040W	1532	0		11.80	GATA		ChIP-chip, conservation, combination of existing motifs	17130146		3.19	0.675	GO:0004871	4.70	0.09	3.82	Add
GLN3	YER040W	970	0		10.23	GATA		ChIP-chip	17500587		2.56	0.412	GO:0016023	3.52	0.26	3.89	Add
GLN3	YER040W	1456	0		8.25	GATA		ChIP-chip, structural prior	17438293		2.88	0.564	GO:0016491	3.65	1.72	0.00	Add
GLN3	YER040W	1632	0		6.85	GATA		ChIP-chip	17947326		2.85	0.563	GO:0005886	2.32	1.69	0.00	Add
GLN3	YER040W	972	0		4.49	GATA		ChIP-chip	17500587		2.66	0.556	GO:0003677	1.08	0.76	0.00	Add
GLN3	YER040W	1784	0		2.91	GATA		ChIP-chip	17947326		1.64	0.553	GO:0016874	0.96	0.31	0.00	Add
GLN3	YER040W	1206	0		2.49	GATA		ChIP-chip	12399584		1.66	0.462	GO:0012505	0.52	0.32	0.00	Add
GIS1	YDR096W	88	0		11.02	C2H2 ZF,C2H2 ZF		homology, one hybrid	10523651		4.66	0.591	GO:0005624	0.00	2.54	3.82	Add
GIS1	YDR096W	87	0		2.93	C2H2 ZF,C2H2 ZF		site-turns-on-gene, one-hybrid	10835355		2.40	0.425	GO:0007059	0.00	0.53	0.00	Add
GCR2	YNL199C	1630	0		15.56			ChIP-chip	17947326	Dubious	4.99	0.598	GO:0005624	10.33	0.25	0.00	Add
GCR2	YNL199C	606	0		9.49			ChIP-chip	16522208	Dubious	2.97	0.364	GO:0007124	6.34	0.17	0.00	Add
GCR2	YNL199C	1783	0		7.51			ChIP-chip	17947326	Dubious	2.40	0.443	GO:0005886	4.90	0.21	0.00	Add
GCR2	YNL199C	968	0		6.52			ChIP-chip	17500587	Dubious	1.46	0.457	GO:0006520	5.00	0.06	0.00	Add
GCR2	YNL199C	969	0		3.94			ChIP-chip	17500587	Dubious	2.31	0.426	GO:0007059	1.35	0.28	0.00	Add
GCR2	YNL199C	1205	0		3.13			ChIP-chip	12399584	Dubious	1.55	0.518	GO:0005634	0.49	1.08	0.00	Add
GCR1	YPL075W	1288	0		11.11	GCR1		Conservation	12748633		3.62	0.453	GO:0006950	0.65	0.78	6.06	Add
GCR1	YPL075W	1204	0		8.82	GCR1		ChIP-chip	12399584		2.02	0.579	GO:0000746	0.44	0.30	6.06	Add
GCR1	YPL075W	1531	0		8.51	GCR1		ChIP-chip, conservation, combination of existing motifs	17130146		2.60	0.375	GO:0007124	1.20	0.38	4.32	Add
GCR1	YPL075W	2043	0		8.02	GCR1		alignments of various mapped sites	10487868		2.56	0.376	GO:0007124	0.49	1.10	3.87	Add
GCR1	YPL075W	2077	0		8.00	GCR1		PBM	22189060		2.50	0.349	GO:0004871	1.39	0.24	3.87	Add
GCR1	YPL075W	1782	0		7.43	GCR1		ChIP-chip	17947326		1.92	0.403	GO:0006997	0.90	0.98	3.63	Add
GCR1	YPL075W	686	0		6.89	GCR1		ChIP-chip	16522208		1.93	0.547	GO:0016044	0.29	0.57	4.09	Add
GCR1	YPL075W	967	0		4.87	GCR1		ChIP-chip	17500587		3.56	0.468	GO:0005737	0.40	0.91	0.00	Add
GCN4	YEL009C	1629	0		101.96	bZIP		ChIP-chip	17947326		32.79	0.746	GO:0006520	50.34	12.54	6.30	Add
GCN4	YEL009C	1628	0		101.35	bZIP		ChIP-chip	17947326		31.88	0.742	GO:0006520	50.28	12.37	6.82	Add
GCN4	YEL009C	601	0		100.89	bZIP		ChIP-chip	16522208		29.32	0.732	GO:0006520	53.35	10.85	7.37	Add
GCN4	YEL009C	1455	0		100.34	bZIP		ChIP-chip, structural prior	17438293		32.87	0.746	GO:0006520	50.01	11.23	6.23	Add
GCN4	YEL009C	884	0		92.38	bZIP		ChIP-chip	18325926		30.68	0.738	GO:0006520	42.83	9.48	9.40	Add
GCN4	YEL009C	840	0		91.64	bZIP		PBM	19158363		29.61	0.733	GO:0006520	41.29	9.07	11.67	Add
GCN4	YEL009C	2130	0		89.61	bZIP		PBM	19997485		25.90	0.718	GO:0006520	46.27	11.25	6.18	Add
GCN4	YEL009C	1781	0		89.22	bZIP		ChIP-chip	17947326		27.79	0.726	GO:0006520	43.53	8.26	9.64	Add
GCN4	YEL009C	1530	0		86.31	bZIP		ChIP-chip, conservation, combination of existing motifs	17130146		27.24	0.723	GO:0006520	43.90	9.44	5.73	Add
GCN4	YEL009C	403	0		83.84	bZIP		ChIP-chip	15343339		29.41	0.732	GO:0006520	39.37	7.81	7.25	Add
GCN4	YEL009C	2209	0		77.44	bZIP		PBM	19997485		21.59	0.698	GO:0006520	40.90	9.98	4.96	Add
GCN4	YEL009C	881	0		76.49	bZIP		ChIP-chip	16900145		26.94	0.722	GO:0006520	32.15	8.74	8.65	Add
GCN4	YEL009C	2042	0		72.06	bZIP		alignments of various mapped sites	10487868		22.69	0.703	GO:0006520	36.91	7.01	5.44	Add
GCN4	YEL009C	1362	0		63.23	bZIP		MITOMI	20802496		20.59	0.693	GO:0006520	30.48	6.01	6.14	Add
GCN4	YEL009C	966	0		51.96	bZIP		ChIP-chip	17500587		22.57	0.703	GO:0006520	15.03	3.50	10.86	Add
GCN4	YEL009C	1361	0		40.10	bZIP		MITOMI	20802496		11.23	0.640	GO:0006520	19.34	3.26	6.28	Add
GCN4	YEL009C	1287	0		9.30	bZIP		Conservation	12748633		2.65	0.451	GO:0005783	1.78	0.62	4.26	Add
GCN4	YEL009C	73	0		3.76	bZIP		EMSA, site-turns-on-gene	11113177		2.57	0.609	GO:0006997	0.86	0.34	0.00	Add
GCN4	YEL009C	1203	0		3.09	bZIP		ChIP-chip	12399584		1.90	0.447	GO:0030234	0.90	0.29	0.00	Add
GAT4	YIR013C	814	0		12.70	GATA		PBM	19158363		2.72	0.567	GO:0005856	0.00	4.56	5.41	Add
GAT4	YIR013C	2129	0		11.85	GATA		PBM	19997485		7.74	0.611	GO:0005730	0.00	1.81	2.30	Add
GAT4	YIR013C	2208	0		11.41	GATA		PBM	19997485		7.17	0.590	GO:0042254	0.00	1.90	2.35	Add
GAT3	YLR013W	1476	0		48.60	GATA		ChIP-chip, structural prior	17438293		4.11	0.422	GO:0005730	39.43	2.89	2.16	Add
GAT3	YLR013W	542	0		40.81	GATA		PBM	19111667		3.93	0.583	GO:0005856	25.82	6.03	5.03	Add
GAT3	YLR013W	872	0		21.58	GATA		PBM	19158363		2.01	0.553	GO:0007010	12.15	3.40	4.02	Add
GAT3	YLR013W	705	0		20.89	GATA		ChIP-chip	16522208		2.71	0.431	GO:0005624	17.28	0.89	0.00	Add
GAT3	YLR013W	1202	0		3.31	GATA		ChIP-chip	12399584		2.41	0.462	GO:0006950	0.52	0.37	0.00	Add
GAT3	YLR013W	965	0		2.70	GATA		ChIP-chip	17500587		1.92	0.392	GO:0004721	0.51	0.27	0.00	Add
GAT3	YLR013W	1780	0		2.51	GATA		ChIP-chip	17947326		1.74	0.584	GO:0004386	0.60	0.17	0.00	Add
GAT1	YFL021W	2127	0		28.52	GATA		PBM	19997485		2.59	0.450	GO:0005840	16.98	2.70	6.24	Add
GAT1	YFL021W	2207	0		27.57	GATA		PBM	19997485		2.52	0.450	GO:0005840	16.23	2.12	6.70	Add
GAT1	YFL021W	1358	0		26.03	GATA		MITOMI	20802496		3.46	0.420	GO:0005624	14.36	2.89	5.32	Add
GAT1	YFL021W	1360	0		25.46	GATA		MITOMI	20802496		2.99	0.434	GO:0044262	14.01	2.50	5.96	Add
GAT1	YFL021W	1359	0		23.14	GATA		MITOMI	20802496		2.54	0.434	GO:0005624	13.24	1.55	5.81	Add
GAT1	YFL021W	1627	0		17.12	GATA		ChIP-chip	17947326		4.74	0.428	GO:0005198	9.90	2.48	0.00	Add
GAT1	YFL021W	860	0		16.23	GATA		PBM	19158363		3.95	0.582	GO:0005773	3.30	2.08	6.89	Add
GAT1	YFL021W	1626	0		14.96	GATA		ChIP-chip	17947326		2.06	0.457	GO:0005783	6.05	0.86	5.99	Add
GAT1	YFL021W	1458	0		14.92	GATA		ChIP-chip, structural prior	17438293		3.14	0.444	GO:0005840	8.74	3.04	0.00	Add
GAT1	YFL021W	491	0		13.65	GATA		PBM	19111667		3.02	0.570	GO:0005773	3.95	0.54	6.14	Add
GAT1	YFL021W	355	0		12.37	GATA		ChIP-chip	15343339		3.12	0.444	GO:0005198	4.56	0.34	4.34	Add
GAT1	YFL021W	630	0		12.35	GATA		ChIP-chip	16522208		3.12	0.444	GO:0005198	4.56	0.33	4.34	Add
GAT1	YFL021W	1529	0		12.07	GATA		ChIP-chip, conservation, combination of existing motifs	17130146		2.13	0.557	GO:0005773	4.38	0.76	4.80	Add
GAT1	YFL021W	963	0		11.40	GATA		ChIP-chip	17500587		3.07	0.566	GO:0005730	7.96	0.37	0.00	Add
GAT1	YFL021W	1779	0		10.93	GATA		ChIP-chip	17947326		1.90	0.628	GO:0004871	7.92	1.10	0.00	Add
GAT1	YFL021W	964	0		10.83	GATA		ChIP-chip	17500587		3.36	0.623	GO:0005618	1.62	5.85	0.00	Add
GAT1	YFL021W	1625	0		6.74	GATA		ChIP-chip	17947326		2.87	0.551	GO:0005575	2.98	0.89	0.00	Add
GAL80	YML051W	683	0		22.00			ChIP-chip	16522208	Dubious	3.82	0.593	GO:0051186	15.56	2.62	0.00	Add
GAL80	YML051W	1778	0		13.76			ChIP-chip	17947326	Dubious	3.13	0.433	GO:0005886	9.19	1.44	0.00	Add
GAL80	YML051W	1528	0		5.80			ChIP-chip, conservation, combination of existing motifs	17130146	Dubious	2.57	0.619	GO:0004721	2.78	0.45	0.00	Add
GAL80	YML051W	961	0		2.56			ChIP-chip	17500587	Dubious	1.92	0.338	GO:0005576	0.25	0.39	0.00	Add
GAL4	YPL248C	2126	0		37.94	Zinc cluster		PBM	19997485		8.03	0.614	GO:0016491	15.23	6.83	7.85	Add
GAL4	YPL248C	369	0		31.08	Zinc cluster		ChIP-chip	15343339		6.10	0.624	GO:0006091	12.17	1.89	10.91	Add
GAL4	YPL248C	661	0		19.80	Zinc cluster		ChIP-chip	16522208		2.75	0.577	GO:0051186	2.65	1.50	12.90	Add
GAL4	YPL248C	876	0		19.01	Zinc cluster		PBM	19158363		4.92	0.587	GO:0016491	3.99	1.61	8.49	Add
GAL4	YPL248C	1527	0		17.42	Zinc cluster		ChIP-chip, conservation, combination of existing motifs	17130146		2.60	0.559	GO:0005886	2.87	0.75	11.21	Add
GAL4	YPL248C	2041	0		17.18	Zinc cluster		alignments of various mapped sites	10487868		2.13	0.549	GO:0005886	0.84	0.46	13.75	Add
GAL4	YPL248C	1623	0		13.11	Zinc cluster		ChIP-chip	17947326		1.83	0.562	GO:0006091	1.04	1.44	8.79	Add
GAL4	YPL248C	1286	0		11.36	Zinc cluster		Conservation	12748633		3.40	0.650	GO:0004721	0.96	0.48	6.52	Add
GAL4	YPL248C	1624	0		9.51	Zinc cluster		ChIP-chip	17947326		1.92	0.582	GO:0008233	5.09	0.38	2.12	Add
GAL4	YPL248C	1998	0		9.20	Zinc cluster		ChIP-chip	17947326		2.82	0.437	GO:0005886	5.40	0.98	0.00	Add
GAL4	YPL248C	1997	0		8.62	Zinc cluster		ChIP-chip	17947326		3.26	0.570	GO:0006520	4.35	1.01	0.00	Add
GAL4	YPL248C	914	0		7.52	Zinc cluster		ChIP-chip	18325926		3.32	0.428	GO:0030528	3.70	0.50	0.00	Add
GAL4	YPL248C	959	0		5.33	Zinc cluster		ChIP-chip	17500587		3.40	0.363	GO:0007031	1.55	0.38	0.00	Add
GAL4	YPL248C	1201	0		5.05	Zinc cluster		ChIP-chip	12399584		3.04	0.593	GO:0007126	1.02	0.99	0.00	Add
GAL4	YPL248C	958	0		4.85	Zinc cluster		ChIP-chip	17500587		3.04	0.432	GO:0007010	1.02	0.79	0.00	Add
GAL4	YPL248C	1777	0		4.77	Zinc cluster		ChIP-chip	17947326		1.95	0.241	GO:0045182	2.26	0.56	0.00	Add
GAL4	YPL248C	1996	0		4.71	Zinc cluster		ChIP-chip	17947326		2.02	0.592	GO:0004386	2.29	0.41	0.00	Add
GAL4	YPL248C	960	0		3.51	Zinc cluster		ChIP-chip	17500587		2.30	0.618	GO:0004721	0.83	0.38	0.00	Add
GAL4	YPL248C	1200	0		2.88	Zinc cluster		ChIP-chip	12399584		2.48	0.437	GO:0005624	0.27	0.13	0.00	Add
GAL3	YDR009W	957	0		3.32			ChIP-chip	17500587	Dubious	2.53	0.452	GO:0005783	0.59	0.20	0.00	Add
GAL3	YDR009W	1776	0		2.79			ChIP-chip	17947326	Dubious	2.27	0.452	GO:0005215	0.44	0.08	0.00	Add
FZF1	YGL254W	545	0		10.72	C2H2 ZF		PBM	19111667		2.04	0.369	GO:0004871	1.99	0.74	5.94	Add
FZF1	YGL254W	68	0		8.47	C2H2 ZF		comparative genomics	16014606		1.74	0.460	GO:0012505	0.77	0.02	5.94	Add
FZF1	YGL254W	1775	0		3.81	C2H2 ZF		ChIP-chip	17947326		2.54	0.550	GO:0005840	0.68	0.59	0.00	Add
FZF1	YGL254W	956	0		3.75	C2H2 ZF		ChIP-chip	17500587		3.20	0.430	GO:0006520	0.48	0.07	0.00	Add
FZF1	YGL254W	1199	0		2.62	C2H2 ZF		ChIP-chip	12399584		2.00	0.452	GO:0003723	0.48	0.15	0.00	Add
FKH2	YNL068C	1621	0		43.01	Forkhead		ChIP-chip	17947326		8.18	0.625	GO:0005856	24.50	2.66	7.67	Add
FKH2	YNL068C	687	0		42.13	Forkhead		ChIP-chip	16522208		7.88	0.622	GO:0005856	18.69	4.30	11.26	Add
FKH2	YNL068C	381	0		41.91	Forkhead		ChIP-chip	15343339		7.33	0.703	GO:0005815	18.84	4.86	10.88	Add
FKH2	YNL068C	1774	0		41.44	Forkhead		ChIP-chip	17947326		8.98	0.631	GO:0005856	22.06	3.24	7.16	Add
FKH2	YNL068C	1526	0		39.95	Forkhead		ChIP-chip, conservation, combination of existing motifs	17130146		8.88	0.631	GO:0005856	16.42	3.84	10.81	Add
FKH2	YNL068C	2003	0		39.17	Forkhead		ChIP-chip	17947326		8.57	0.628	GO:0005856	21.36	2.85	6.39	Add
FKH2	YNL068C	63	0		34.80	Forkhead		microaray enrichment	9843569		9.86	0.638	GO:0005856	16.64	2.19	6.11	Add
FKH2	YNL068C	903	0		29.87	Forkhead		ChIP-chip	18325926		5.49	0.600	GO:0005856	14.84	1.84	7.69	Add
FKH2	YNL068C	1622	0		29.47	Forkhead		ChIP-chip	17947326		6.82	0.613	GO:0005856	17.47	1.07	4.11	Add
FKH2	YNL068C	2125	0		28.83	Forkhead		PBM	19997485		6.76	0.613	GO:0005856	14.17	2.52	5.38	Add
FKH2	YNL068C	479	0		25.24	Forkhead		PBM	19111667		4.63	0.591	GO:0005856	11.01	3.21	6.39	Add
FKH2	YNL068C	2205	0		22.62	Forkhead		PBM	19997485		3.73	0.639	GO:0005815	13.72	1.53	3.64	Add
FKH2	YNL068C	65	0		22.29	Forkhead		ChIP	10894548		6.93	0.614	GO:0005856	8.89	2.20	4.27	Add
FKH2	YNL068C	1486	0		18.64	Forkhead		ChIP-chip, structural prior	17438293		2.63	0.607	GO:0005618	5.29	5.57	5.14	Add
FKH2	YNL068C	450	0		18.16	Forkhead		EMSA, mutational analysis, expression enrichment	10899128		3.23	0.573	GO:0005856	7.61	0.82	6.50	Add
FKH2	YNL068C	955	0		14.88	Forkhead		ChIP-chip	17500587		5.67	0.608	GO:0005933	2.06	0.38	6.77	Add
FKH2	YNL068C	1285	0		8.11	Forkhead		Conservation	12748633		1.70	0.453	GO:0006520	0.40	0.10	5.91	Add
FKH2	YNL068C	1198	0		7.01	Forkhead		ChIP-chip	12399584		2.54	0.440	GO:0006520	0.63	1.11	2.73	Add
FKH1	YIL131C	1773	0		67.09	Forkhead		ChIP-chip	17947326		7.79	0.622	GO:0005856	48.54	4.29	6.46	Add
FKH1	YIL131C	607	0		45.29	Forkhead		ChIP-chip	16522208		8.86	0.630	GO:0005856	22.61	3.00	10.81	Add
FKH1	YIL131C	835	0		41.77	Forkhead		PBM	19158363		10.70	0.645	GO:0005856	19.19	2.16	9.71	Add
FKH1	YIL131C	382	0		40.82	Forkhead		ChIP-chip	15343339		9.04	0.632	GO:0005856	21.55	3.07	7.16	Add
FKH1	YIL131C	62	0		40.17	Forkhead		SAAB	10894548		5.61	0.624	GO:0007059	6.93	3.65	23.97	Add
FKH1	YIL131C	1434	0		40.17	Forkhead		SAAB	10894548		5.61	0.624	GO:0007059	6.93	3.65	23.97	Add
FKH1	YIL131C	1525	0		39.39	Forkhead		ChIP-chip, conservation, combination of existing motifs	17130146		8.97	0.631	GO:0005856	18.98	2.60	8.84	Add
FKH1	YIL131C	2204	0		38.83	Forkhead		PBM	19997485		9.49	0.635	GO:0005856	17.19	3.84	8.32	Add
FKH1	YIL131C	60	0		38.46	Forkhead		microaray enrichment	9843569		9.86	0.638	GO:0005856	18.43	2.73	7.45	Add
FKH1	YIL131C	2124	0		33.90	Forkhead		PBM	19997485		8.49	0.628	GO:0005856	14.57	3.07	7.77	Add
FKH1	YIL131C	913	0		28.76	Forkhead		ChIP-chip	18325926		4.25	0.801	GO:0003774	14.00	1.02	9.48	Add
FKH1	YIL131C	1467	0		15.46	Forkhead		ChIP-chip, structural prior	17438293		2.42	0.601	GO:0005618	5.38	0.14	7.52	Add
FKH1	YIL131C	1284	0		8.72	Forkhead		Conservation	12748633		1.70	0.453	GO:0006520	0.60	0.11	6.31	Add
FKH1	YIL131C	1197	0		8.10	Forkhead		ChIP-chip	12399584		2.44	0.442	GO:0006520	1.75	0.11	3.81	Add
FHL1	YPR104C	2123	0		44.71	Forkhead		PBM	19997485		2.49	0.603	GO:0005618	32.14	6.05	4.02	Add
FHL1	YPR104C	1523	0		29.06	Forkhead		ChIP-chip, conservation, combination of existing motifs	17130146		7.44	0.592	GO:0005198	14.48	7.14	0.00	Add
FHL1	YPR104C	1524	0		24.85	Forkhead		ChIP-chip, conservation, combination of existing motifs	17130146		4.34	0.463	GO:0003674	16.72	3.79	0.00	Add
FHL1	YPR104C	808	0		24.42	Forkhead		PBM	19158363		2.75	0.398	GO:0008233	12.81	2.24	6.61	Add
FHL1	YPR104C	1772	0		20.41	Forkhead		ChIP-chip	17947326		16.77	0.634	GO:0006412	2.64	1.00	0.00	Add
FHL1	YPR104C	535	0		14.44	Forkhead		PBM	19111667		2.40	0.547	GO:0005783	4.17	1.91	5.95	Add
FHL1	YPR104C	1620	0		12.78	Forkhead		ChIP-chip	17947326		1.81	0.462	GO:0005575	4.38	5.12	1.47	Add
FHL1	YPR104C	1619	0		11.91	Forkhead		ChIP-chip	17947326		2.16	0.429	GO:0005938	3.38	2.84	3.52	Add
FAP7	YDL166C	1771	0		5.38			ChIP-chip	17947326	Dubious	1.76	0.459	GO:0005215	3.62	0.00	0.00	Add
ESF2	YNR054C	1742	0		3.16			ChIP-chip	17947326	Dubious	2.76	0.444	GO:0042221	0.39	0.00	0.00	Add
ERT1	YBR239C	1919	0		13.07	Zinc cluster		ChIP-chip	17947326		1.61	0.460	GO:0042221	9.33	0.38	1.75	Add
ERT1	YBR239C	564	0		10.85	Zinc cluster		PBM	19111667		2.01	0.473	GO:0005739	2.96	2.60	3.28	Add
ERT1	YBR239C	826	0		7.97	Zinc cluster		PBM	19158363		2.54	0.431	GO:0046483	0.89	1.35	3.19	Add
EDS1	YBR033W	517	0		9.49	Zinc cluster		PBM	19111667		2.04	0.591	GO:0005618	1.30	0.08	6.07	Add
EDS1	YBR033W	954	0		7.20	Zinc cluster		ChIP-chip	17500587		2.38	0.465	GO:0016787	0.43	0.66	3.73	Add
EDS1	YBR033W	1770	0		6.50	Zinc cluster		ChIP-chip	17947326		2.22	0.413	GO:0006457	4.02	0.27	0.00	Add
ECM22	YLR228C	2076	0		13.52	Zinc cluster		PBM	22189060		3.14	0.443	GO:0005840	1.24	2.68	6.46	Add
ECM22	YLR228C	631	0		10.38	Zinc cluster		ChIP-chip	16522208		2.96	0.565	GO:0016491	0.76	1.10	5.56	Add
ECM22	YLR228C	538	0		9.19	Zinc cluster		PBM	19111667		4.32	0.581	GO:0016491	1.20	1.32	2.36	Add
ECM22	YLR228C	58	0		8.17	Zinc cluster		EMSA, site-turns-on-gene	11533229		2.38	0.557	GO:0016491	0.34	0.67	4.78	Add
ECM22	YLR228C	2100	0		7.04	Zinc cluster		PBM	22189060		5.16	0.459	GO:0003674	0.70	1.19	0.00	Add
ECM22	YLR228C	1769	0		5.78	Zinc cluster		ChIP-chip	17947326		3.16	0.590	GO:0007059	1.95	0.67	0.00	Add
DOT6	YER088C	2151	0		70.61	Myb/SANT		PBM	19997485		52.41	0.803	GO:0005730	8.98	4.36	4.86	Add
DOT6	YER088C	812	0		68.19	Myb/SANT		PBM	19158363		53.92	0.808	GO:0005730	5.03	3.94	5.29	Add
DOT6	YER088C	557	0		21.77	Myb/SANT		PBM	19111667		11.55	0.638	GO:0005730	7.66	2.57	0.00	Add
DOT6	YER088C	1768	0		17.60	Myb/SANT		ChIP-chip	17947326		2.58	0.553	GO:0005740	10.03	4.99	0.00	Add
DOT6	YER088C	1195	0		2.23	Myb/SANT		ChIP-chip	12399584		1.88	0.459	GO:0005198	0.24	0.11	0.00	Add
DIG1	YPL049C	951	0		21.57			ChIP-chip	17500587	Dubious	5.45	0.642	GO:0000746	7.96	3.06	5.10	Add
DIG1	YPL049C	401	0		21.38			ChIP-chip	15343339	Dubious	4.64	0.629	GO:0000746	8.00	4.60	4.13	Add
DIG1	YPL049C	691	0		20.95			ChIP-chip	16522208	Dubious	4.31	0.568	GO:0042254	9.97	4.00	2.67	Add
DIG1	YPL049C	2011	0		20.13			ChIP-chip	17947326	Dubious	5.99	0.611	GO:0005933	10.36	3.78	0.00	Add
DIG1	YPL049C	953	0		16.39			ChIP-chip	17500587	Dubious	3.73	0.614	GO:0000746	4.86	2.32	5.47	Add
DIG1	YPL049C	1283	0		14.37			Conservation	12748633	Dubious	5.88	0.647	GO:0000746	1.42	1.70	5.37	Add
DIG1	YPL049C	2010	0		12.15			ChIP-chip	17947326	Dubious	3.35	0.607	GO:0000746	3.15	0.88	4.76	Add
DIG1	YPL049C	952	0		11.35			ChIP-chip	17500587	Dubious	3.35	0.593	GO:0005938	6.34	1.66	0.00	Add
DIG1	YPL049C	2012	0		4.96			ChIP-chip	17947326	Dubious	3.51	0.592	GO:0019725	0.71	0.74	0.00	Add
DIG1	YPL049C	1615	0		4.23			ChIP-chip	17947326	Dubious	2.68	0.473	GO:0005634	1.06	0.49	0.00	Add
DIG1	YPL049C	1617	0		3.90			ChIP-chip	17947326	Dubious	2.41	0.628	GO:0004721	1.03	0.46	0.00	Add
DIG1	YPL049C	1616	0		3.62			ChIP-chip	17947326	Dubious	2.60	0.562	GO:0006520	0.54	0.48	0.00	Add
DIG1	YPL049C	1767	0		3.05			ChIP-chip	17947326	Dubious	1.85	0.457	GO:0005694	0.66	0.54	0.00	Add
DIG1	YPL049C	1194	0		2.72			ChIP-chip	12399584	Dubious	1.70	0.454	GO:0005730	0.50	0.53	0.00	Add
DAT1	YML113W	1766	0		3.84			ChIP-chip	17947326		2.11	0.442	GO:0044257	1.60	0.13	0.00	Add
DAT1	YML113W	950	0		2.98			ChIP-chip	17500587		1.90	0.550	GO:0007010	0.76	0.32	0.00	Add
DAL82	YNL314W	484	0		16.91	Unknown-DNA-binding		PBM	19111667		5.36	0.661	GO:0005618	7.88	0.64	3.03	Add
DAL82	YNL314W	1614	0		9.12	Unknown-DNA-binding		ChIP-chip	17947326		2.97	0.567	GO:0030528	2.54	0.42	3.19	Add
DAL82	YNL314W	372	0		9.02	Unknown-DNA-binding		ChIP-chip	15343339		2.73	0.448	GO:0005198	5.45	0.84	0.00	Add
DAL82	YNL314W	1522	0		5.35	Unknown-DNA-binding		ChIP-chip, conservation, combination of existing motifs	17130146		1.71	0.410	GO:0006997	0.73	0.10	2.81	Add
DAL82	YNL314W	1765	0		5.11	Unknown-DNA-binding		ChIP-chip	17947326		2.71	0.455	GO:0007049	1.44	0.96	0.00	Add
DAL82	YNL314W	1613	0		4.99	Unknown-DNA-binding		ChIP-chip	17947326		2.43	0.448	GO:0007005	2.53	0.03	0.00	Add
